timestamp,cpu_usage,ram_usage,requests
2024-01-03 09:30:00,41.24,36.26,542
2024-01-03 09:45:00,50.73,41.18,483
2024-01-03 10:00:00,45.47,36.99,254
2024-01-03 10:15:00,45.72,37.85,674
2024-01-03 10:30:00,50.41,43.72,503
2024-01-03 10:45:00,47.51,38.37,332
2024-01-03 11:00:00,54.77,43.49,672
2024-01-03 11:15:00,43.19,30.16,642
2024-01-03 11:30:00,41.51,39.21,508
2024-01-03 11:45:00,48.46,41.42,376
2024-01-03 12:00:00,52.66,38.37,595
2024-01-03 12:15:00,52.47,42.76,356
2024-01-03 12:30:00,51.62,40.42,512
2024-01-03 12:45:00,53.86,34.54,462
2024-01-03 13:00:00,51.19,40.69,388
2024-01-03 13:15:00,46.98,38.62,690
2024-01-03 13:30:00,38.84,31.84,516
2024-01-03 13:45:00,56.82,48.01,379
2024-01-03 14:00:00,90.44,78.58,1000
2024-01-03 14:15:00,45.8,37.78,280
2024-01-03 14:30:00,50.96,40.92,274
2024-01-03 14:45:00,46.37,38.44,467
2024-01-03 15:00:00,48.72,40.02,465
2024-01-03 15:15:00,39.79,33.04,210
2024-01-03 15:30:00,47.21,34.6,693
2024-01-03 15:45:00,49.51,39.11,335
2024-01-03 16:00:00,40.75,33.7,406
2024-01-03 16:15:00,37.76,30.41,540
2024-01-03 16:30:00,43.19,31.13,386
2024-01-03 16:45:00,45.03,35.26,577
2024-01-03 17:00:00,33.96,30.06,280
2024-01-03 17:15:00,38.78,32.93,362
2024-01-03 17:30:00,34.31,27.5,282
2024-01-03 17:45:00,30.75,29.26,291
2024-01-03 18:00:00,38.21,33.6,427
2024-01-03 18:15:00,30.3,27.61,896
2024-01-03 18:30:00,37.23,24.31,384
2024-01-03 18:45:00,32.97,28.94,1000
2024-01-03 19:00:00,66.51,54.38,949
2024-01-03 19:15:00,21.05,16.0,207
2024-01-03 19:30:00,29.68,21.89,308
2024-01-03 19:45:00,19.88,18.72,181
2024-01-03 20:00:00,15.15,13.78,155
2024-01-03 20:15:00,12.04,10.95,176
2024-01-03 20:30:00,17.11,13.88,193
2024-01-03 20:45:00,20.24,16.32,147
2024-01-03 21:00:00,21.6,16.38,302
2024-01-03 21:15:00,12.27,12.5,162
2024-01-03 21:30:00,17.06,11.3,162
2024-01-03 21:45:00,19.03,16.46,136
2024-01-03 22:00:00,60.34,54.9,441
2024-01-03 22:15:00,14.25,11.39,90
2024-01-03 22:30:00,21.07,15.19,251
2024-01-03 22:45:00,14.19,10.0,153
2024-01-03 23:00:00,7.77,10.0,56
2024-01-03 23:15:00,6.89,10.0,89
2024-01-03 23:30:00,12.34,12.37,127
2024-01-03 23:45:00,14.16,17.16,174
2024-01-04 00:00:00,12.79,10.46,86
2024-01-04 00:15:00,5.43,10.0,51
2024-01-04 00:30:00,15.46,14.19,220
2024-01-04 00:45:00,10.36,10.63,139
2024-01-04 01:00:00,11.64,10.0,73
2024-01-04 01:15:00,5.33,10.0,45
2024-01-04 01:30:00,5.0,10.0,44
2024-01-04 01:45:00,14.86,11.98,148
2024-01-04 02:00:00,13.09,10.17,115
2024-01-04 02:15:00,15.52,14.22,124
2024-01-04 02:30:00,15.36,10.0,129
2024-01-04 02:45:00,11.55,10.0,157
2024-01-04 03:00:00,22.81,19.92,153
2024-01-04 03:15:00,14.0,10.0,191
2024-01-04 03:30:00,18.4,14.88,171
2024-01-04 03:45:00,11.16,10.0,127
2024-01-04 04:00:00,15.17,13.39,85
2024-01-04 04:15:00,20.74,15.58,307
2024-01-04 04:30:00,18.16,12.41,109
2024-01-04 04:45:00,20.8,16.65,273
2024-01-04 05:00:00,27.32,28.72,253
2024-01-04 05:15:00,17.99,13.72,156
2024-01-04 05:30:00,29.22,25.66,149
2024-01-04 05:45:00,22.09,18.85,228
2024-01-04 06:00:00,64.75,53.54,394
2024-01-04 06:15:00,24.03,19.11,198
2024-01-04 06:30:00,23.14,13.67,222
2024-01-04 06:45:00,35.71,25.21,334
2024-01-04 07:00:00,45.96,34.95,532
2024-01-04 07:15:00,31.97,26.08,325
2024-01-04 07:30:00,45.24,36.6,245
2024-01-04 07:45:00,31.16,28.83,248
2024-01-04 08:00:00,34.77,29.42,234
2024-01-04 08:15:00,36.09,31.51,188
2024-01-04 08:30:00,44.98,33.71,505
2024-01-04 08:45:00,41.41,30.35,527
2024-01-04 09:00:00,40.92,35.52,605
2024-01-04 09:15:00,47.87,40.08,553
2024-01-04 09:30:00,38.92,25.24,365
2024-01-04 09:45:00,41.72,32.38,291
2024-01-04 10:00:00,51.62,39.55,702
2024-01-04 10:15:00,51.51,38.77,494
2024-01-04 10:30:00,50.63,44.03,343
2024-01-04 10:45:00,46.85,37.22,574
2024-01-04 11:00:00,55.51,44.47,684
2024-01-04 11:15:00,39.82,32.09,424
2024-01-04 11:30:00,55.77,46.63,368
2024-01-04 11:45:00,83.21,64.01,1000
2024-01-04 12:00:00,53.6,47.22,368
2024-01-04 12:15:00,49.33,39.51,622
2024-01-04 12:30:00,42.75,30.88,277
2024-01-04 12:45:00,58.63,45.71,812
2024-01-04 13:00:00,57.72,43.93,290
2024-01-04 13:15:00,46.56,44.92,531
2024-01-04 13:30:00,58.63,52.56,646
2024-01-04 13:45:00,53.21,40.91,531
2024-01-04 14:00:00,52.9,40.37,638
2024-01-04 14:15:00,41.61,32.71,344
2024-01-04 14:30:00,49.72,35.68,614
2024-01-04 14:45:00,42.2,39.32,479
2024-01-04 15:00:00,49.88,38.99,440
2024-01-04 15:15:00,41.7,30.0,721
2024-01-04 15:30:00,44.85,30.57,358
2024-01-04 15:45:00,49.31,38.86,661
2024-01-04 16:00:00,34.15,18.7,216
2024-01-04 16:15:00,25.64,20.03,315
2024-01-04 16:30:00,35.01,28.91,438
2024-01-04 16:45:00,35.12,25.42,262
2024-01-04 17:00:00,39.74,29.39,377
2024-01-04 17:15:00,32.55,25.99,183
2024-01-04 17:30:00,23.06,21.1,195
2024-01-04 17:45:00,78.79,64.58,1000
2024-01-04 18:00:00,34.42,24.78,509
2024-01-04 18:15:00,31.47,21.1,303
2024-01-04 18:30:00,25.96,19.82,169
2024-01-04 18:45:00,31.0,28.25,317
2024-01-04 19:00:00,23.35,19.13,281
2024-01-04 19:15:00,19.46,10.0,129
2024-01-04 19:30:00,22.58,24.1,205
2024-01-04 19:45:00,24.93,17.76,325
2024-01-04 20:00:00,16.86,15.29,127
2024-01-04 20:15:00,20.61,21.36,145
2024-01-04 20:30:00,18.2,16.09,173
2024-01-04 20:45:00,24.42,19.3,253
2024-01-04 21:00:00,21.05,18.36,185
2024-01-04 21:15:00,16.42,10.0,129
2024-01-04 21:30:00,21.8,19.05,195
2024-01-04 21:45:00,18.28,12.09,236
2024-01-04 22:00:00,11.35,10.53,168
2024-01-04 22:15:00,7.9,10.0,74
2024-01-04 22:30:00,13.64,11.63,137
2024-01-04 22:45:00,7.37,10.0,101
2024-01-04 23:00:00,10.85,10.0,111
2024-01-04 23:15:00,11.65,10.0,80
2024-01-04 23:30:00,19.72,16.83,160
2024-01-04 23:45:00,5.0,10.0,49
2024-01-05 00:00:00,12.73,10.0,168
2024-01-05 00:15:00,8.04,10.0,76
2024-01-05 00:30:00,5.0,10.0,67
2024-01-05 00:45:00,5.48,10.0,64
2024-01-05 01:00:00,8.67,10.0,115
2024-01-05 01:15:00,11.31,14.87,91
2024-01-05 01:30:00,49.33,40.0,676
2024-01-05 01:45:00,5.0,10.0,70
2024-01-05 02:00:00,12.02,10.0,115
2024-01-05 02:15:00,13.94,10.97,85
2024-01-05 02:30:00,56.37,46.36,765
2024-01-05 02:45:00,16.37,14.94,84
2024-01-05 03:00:00,20.3,14.66,158
2024-01-05 03:15:00,17.69,19.67,105
2024-01-05 03:30:00,59.23,42.54,472
2024-01-05 03:45:00,18.0,17.1,196
2024-01-05 04:00:00,19.48,15.08,252
2024-01-05 04:15:00,16.33,13.17,217
2024-01-05 04:30:00,24.88,21.4,343
2024-01-05 04:45:00,10.95,10.0,102
2024-01-05 05:00:00,24.14,22.17,267
2024-01-05 05:15:00,19.75,18.15,199
2024-01-05 05:30:00,35.68,28.02,517
2024-01-05 05:45:00,36.28,29.34,207
2024-01-05 06:00:00,26.94,21.44,172
2024-01-05 06:15:00,28.9,16.92,201
2024-01-05 06:30:00,30.41,19.96,408
2024-01-05 06:45:00,67.58,52.33,724
2024-01-05 07:00:00,34.38,29.51,201
2024-01-05 07:15:00,35.69,22.07,490
2024-01-05 07:30:00,31.63,20.77,291
2024-01-05 07:45:00,39.04,35.82,315
2024-01-05 08:00:00,37.58,30.51,284
2024-01-05 08:15:00,36.46,30.2,322
2024-01-05 08:30:00,38.94,28.19,487
2024-01-05 08:45:00,42.56,33.54,497
2024-01-05 09:00:00,43.65,34.98,495
2024-01-05 09:15:00,46.05,38.75,285
2024-01-05 09:30:00,38.42,31.06,196
2024-01-05 09:45:00,57.53,44.57,312
2024-01-05 10:00:00,53.65,40.32,618
2024-01-05 10:15:00,56.52,42.98,438
2024-01-05 10:30:00,54.28,42.68,717
2024-01-05 10:45:00,38.22,28.5,413
2024-01-05 11:00:00,54.48,46.97,476
2024-01-05 11:15:00,44.5,34.31,233
2024-01-05 11:30:00,46.51,36.58,423
2024-01-05 11:45:00,41.17,36.76,295
2024-01-05 12:00:00,45.95,38.03,1000
2024-01-05 12:15:00,47.82,37.93,253
2024-01-05 12:30:00,40.98,31.72,573
2024-01-05 12:45:00,53.48,41.79,589
2024-01-05 13:00:00,41.62,28.84,349
2024-01-05 13:15:00,57.98,53.08,731
2024-01-05 13:30:00,44.0,32.58,305
2024-01-05 13:45:00,39.42,33.78,425
2024-01-05 14:00:00,46.29,44.04,417
2024-01-05 14:15:00,52.83,48.14,591
2024-01-05 14:30:00,47.17,36.03,491
2024-01-05 14:45:00,48.59,40.27,502
2024-01-05 15:00:00,42.33,34.71,547
2024-01-05 15:15:00,46.03,36.73,452
2024-01-05 15:30:00,36.9,26.99,259
2024-01-05 15:45:00,33.46,36.18,360
2024-01-05 16:00:00,45.97,35.77,581
2024-01-05 16:15:00,39.01,30.76,528
2024-01-05 16:30:00,39.32,34.47,397
2024-01-05 16:45:00,39.91,30.76,473
2024-01-05 17:00:00,33.13,24.26,284
2024-01-05 17:15:00,39.94,33.49,1000
2024-01-05 17:30:00,31.97,26.87,400
2024-01-05 17:45:00,38.1,31.83,424
2024-01-05 18:00:00,29.18,21.11,264
2024-01-05 18:15:00,30.53,24.02,442
2024-01-05 18:30:00,20.53,17.07,118
2024-01-05 18:45:00,29.1,23.53,166
2024-01-05 19:00:00,20.98,13.96,273
2024-01-05 19:15:00,23.43,20.65,228
2024-01-05 19:30:00,25.12,20.93,215
2024-01-05 19:45:00,24.86,22.9,236
2024-01-05 20:00:00,21.05,15.36,156
2024-01-05 20:15:00,21.18,21.06,216
2024-01-05 20:30:00,19.87,10.59,155
2024-01-05 20:45:00,16.87,13.54,130
2024-01-05 21:00:00,19.98,13.39,163
2024-01-05 21:15:00,19.5,14.14,158
2024-01-05 21:30:00,20.11,15.68,176
2024-01-05 21:45:00,15.53,18.37,137
2024-01-05 22:00:00,17.51,17.71,256
2024-01-05 22:15:00,7.4,10.0,44
2024-01-05 22:30:00,11.98,10.0,174
2024-01-05 22:45:00,5.47,10.0,47
2024-01-05 23:00:00,8.42,11.09,111
2024-01-05 23:15:00,8.83,13.37,121
2024-01-05 23:30:00,5.0,10.0,31
2024-01-05 23:45:00,16.06,10.0,143
2024-01-06 00:00:00,5.0,10.0,43
2024-01-06 00:15:00,5.0,10.0,209
2024-01-06 00:30:00,5.0,10.0,45
2024-01-06 00:45:00,5.9,10.0,86
2024-01-06 01:00:00,11.68,10.0,148
2024-01-06 01:15:00,9.77,10.0,60
2024-01-06 01:30:00,42.78,38.87,362
2024-01-06 01:45:00,43.23,34.74,1000
2024-01-06 02:00:00,6.49,10.0,58
2024-01-06 02:15:00,5.0,10.0,49
2024-01-06 02:30:00,7.71,10.0,112
2024-01-06 02:45:00,5.0,10.0,32
2024-01-06 03:00:00,5.0,10.0,65
2024-01-06 03:15:00,5.0,10.0,42
2024-01-06 03:30:00,14.45,11.33,174
2024-01-06 03:45:00,5.0,10.0,72
2024-01-06 04:00:00,22.12,17.71,127
2024-01-06 04:15:00,22.94,12.67,213
2024-01-06 04:30:00,5.0,10.0,27
2024-01-06 04:45:00,14.24,12.5,105
2024-01-06 05:00:00,6.9,10.0,64
2024-01-06 05:15:00,15.71,12.69,108
2024-01-06 05:30:00,17.02,13.68,214
2024-01-06 05:45:00,10.09,10.56,115
2024-01-06 06:00:00,25.42,21.4,514
2024-01-06 06:15:00,11.75,11.21,96
2024-01-06 06:30:00,17.23,11.17,91
2024-01-06 06:45:00,16.21,11.02,145
2024-01-06 07:00:00,14.39,10.0,180
2024-01-06 07:15:00,11.77,12.44,151
2024-01-06 07:30:00,28.0,18.67,207
2024-01-06 07:45:00,21.18,14.08,152
2024-01-06 08:00:00,55.47,46.43,804
2024-01-06 08:15:00,26.75,29.3,336
2024-01-06 08:30:00,23.05,21.21,295
2024-01-06 08:45:00,26.05,16.86,178
2024-01-06 09:00:00,13.46,11.37,176
2024-01-06 09:15:00,31.67,27.56,365
2024-01-06 09:30:00,17.59,15.03,162
2024-01-06 09:45:00,29.94,16.27,166
2024-01-06 10:00:00,22.96,15.11,702
2024-01-06 10:15:00,31.79,21.98,394
2024-01-06 10:30:00,23.08,14.87,279
2024-01-06 10:45:00,32.31,25.09,422
2024-01-06 11:00:00,36.89,24.35,428
2024-01-06 11:15:00,25.44,21.92,325
2024-01-06 11:30:00,21.65,19.7,262
2024-01-06 11:45:00,39.57,40.99,343
2024-01-06 12:00:00,35.41,31.31,340
2024-01-06 12:15:00,33.33,27.93,257
2024-01-06 12:30:00,23.5,15.14,347
2024-01-06 12:45:00,32.29,30.85,467
2024-01-06 13:00:00,31.86,23.89,393
2024-01-06 13:15:00,76.07,62.22,559
2024-01-06 13:30:00,32.09,25.82,177
2024-01-06 13:45:00,28.4,23.53,369
2024-01-06 14:00:00,26.0,18.21,205
2024-01-06 14:15:00,25.15,22.43,282
2024-01-06 14:30:00,26.55,21.67,278
2024-01-06 14:45:00,34.64,23.17,288
2024-01-06 15:00:00,23.81,13.92,282
2024-01-06 15:15:00,29.19,22.89,333
2024-01-06 15:30:00,24.69,15.77,308
2024-01-06 15:45:00,23.95,14.15,354
2024-01-06 16:00:00,22.85,15.51,282
2024-01-06 16:15:00,18.46,10.0,141
2024-01-06 16:30:00,19.39,12.5,224
2024-01-06 16:45:00,23.58,19.42,139
2024-01-06 17:00:00,14.61,14.18,75
2024-01-06 17:15:00,27.06,24.69,300
2024-01-06 17:30:00,26.19,21.77,378
2024-01-06 17:45:00,20.03,16.86,217
2024-01-06 18:00:00,16.85,13.35,182
2024-01-06 18:15:00,17.45,15.45,233
2024-01-06 18:30:00,17.88,13.78,105
2024-01-06 18:45:00,9.97,10.0,93
2024-01-06 19:00:00,64.52,55.49,478
2024-01-06 19:15:00,16.37,12.39,556
2024-01-06 19:30:00,10.31,10.0,58
2024-01-06 19:45:00,22.97,21.37,133
2024-01-06 20:00:00,14.5,13.01,207
2024-01-06 20:15:00,19.09,17.31,236
2024-01-06 20:30:00,15.42,11.71,167
2024-01-06 20:45:00,16.05,12.03,187
2024-01-06 21:00:00,5.0,10.0,60
2024-01-06 21:15:00,12.21,10.32,68
2024-01-06 21:30:00,7.58,10.0,60
2024-01-06 21:45:00,13.48,10.73,81
2024-01-06 22:00:00,5.0,10.0,32
2024-01-06 22:15:00,10.32,10.0,142
2024-01-06 22:30:00,5.95,10.0,48
2024-01-06 22:45:00,5.0,10.0,42
2024-01-06 23:00:00,9.15,10.0,132
2024-01-06 23:15:00,9.95,10.0,136
2024-01-06 23:30:00,7.28,14.78,50
2024-01-06 23:45:00,7.28,10.0,90
2024-01-07 00:00:00,8.37,10.0,56
2024-01-07 00:15:00,6.56,10.48,43
2024-01-07 00:30:00,37.91,31.6,323
2024-01-07 00:45:00,18.13,15.81,135
2024-01-07 01:00:00,5.0,10.0,72
2024-01-07 01:15:00,5.0,10.0,52
2024-01-07 01:30:00,6.41,10.0,58
2024-01-07 01:45:00,5.0,10.0,55
2024-01-07 02:00:00,9.78,10.0,69
2024-01-07 02:15:00,7.8,10.0,313
2024-01-07 02:30:00,20.71,13.23,233
2024-01-07 02:45:00,13.83,11.46,182
2024-01-07 03:00:00,15.0,10.12,142
2024-01-07 03:15:00,9.06,10.32,52
2024-01-07 03:30:00,9.3,10.0,52
2024-01-07 03:45:00,12.0,10.0,67
2024-01-07 04:00:00,18.0,12.92,168
2024-01-07 04:15:00,6.61,10.0,56
2024-01-07 04:30:00,8.98,10.0,109
2024-01-07 04:45:00,10.96,15.09,55
2024-01-07 05:00:00,11.22,10.0,142
2024-01-07 05:15:00,18.65,16.79,189
2024-01-07 05:30:00,21.91,19.62,146
2024-01-07 05:45:00,16.67,13.99,209
2024-01-07 06:00:00,18.95,17.99,214
2024-01-07 06:15:00,13.06,13.25,91
2024-01-07 06:30:00,16.15,10.0,227
2024-01-07 06:45:00,19.11,13.85,168
2024-01-07 07:00:00,17.82,16.82,212
2024-01-07 07:15:00,14.0,14.51,107
